Name,Latitude,Longitude,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.338656771,103.7785605,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.333753433,103.7393714,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.339830148,103.7064609,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.332059376,103.7224529,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.335042019,103.720268,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.274588224,103.8434707,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.347162359,103.7428079,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.348710801,103.7493345,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.3455121,103.7312191,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.292703398,103.810959,,
SHENG SIONG SUPERMARKET PTE LTD,1.375635002,103.8719964,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.32099295,103.87039,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.286453544,103.8082424,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.293017861,103.8269408,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.320429679,103.8438921,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.315363034,103.8494345,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.312654501,103.8725418,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.284807346,103.829298,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.323796079,103.8556706,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.311393494,103.8564871,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.277077076,103.8314259,,
"JEWISH WELFARE BOARD, SINGAPORE, THE",1.298273289,103.8505995,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.305855835,103.8329844,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.371409205,103.8470829,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.392138284,103.8724906,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.294879051,103.8576755,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.308806095,103.861312,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.274617942,103.8443196,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.391393057,103.8760677,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.386218353,103.8929955,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.286680272,103.8137663,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.370894561,103.8563965,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.363215861,103.8354454,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.319093442,103.8639053,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.33889072,103.8489933,,
SF (313) PTE. LTD.,1.294879051,103.8576755,,
YOUR GROCER PRIVATE LIMITED,1.288076883,103.8270813,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.280227686,103.8533493,,
PAN PACIFIC INTERNATIONAL HOLDINGS PTE. LTD.,1.311393494,103.8564871,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.321766446,103.8866728,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.325940697,103.93164,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.369799402,103.8730358,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.312307528,103.9252345,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.328556569,103.8853499,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.308361652,103.9079888,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.346348193,103.7124293,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.385068363,103.7449504,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.345281442,103.9453443,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.394184095,103.9129764,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.355421763,103.9343152,,
HAO MART PTE. LTD.,1.335453527,103.863388,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.38233698,103.8936078,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.354315564,103.9450195,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.371779957,103.8941654,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.36516071,103.8650419,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.404610028,103.9086656,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.377430064,103.9037129,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.35349616,103.9396836,,
U STARS SUPERMARKET PTE. LTD.,1.351264107,103.9293638,,
LOH NYEN YIU,1.302751218,103.8651636,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.402878451,103.9131957,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.435077894,103.7866196,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.453845188,103.8195433,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.449566476,103.8186411,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.309182112,103.7925475,,
SHENG SIONG SUPERMARKET PTE LTD,1.380605116,103.7600416,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.43106395,103.7904541,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.378349714,103.7627412,,
CUTECH GREEN VENTURES PTE. LTD.,1.453343622,103.7956824,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.439916079,103.8007012,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.308492885,103.7845981,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.417999257,103.8412365,,
SHENG SIONG SUPERMARKET PTE LTD,1.431098071,103.7985076,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.348888439,103.849692,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.350239427,103.8484776,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.372311865,103.8936616,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.3736183,103.8857489,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.357575581,103.8840385,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.372449809,103.9497157,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.35267232,103.944388,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.337404713,103.9217747,,
SONG FISH DEALER PTE LTD,1.323651731,103.922103,,
U STARS PTE. LTD.,1.415176338,103.8398304,,
SHENG SIONG SUPERMARKET PTE LTD,1.302038029,103.7980217,,
L M MEAT PTE. LTD.,1.323651731,103.922103,,
SHENG SIONG SUPERMARKET PTE LTD,1.367000535,103.9646178,,
OH BENG GUAN,1.363938215,103.751896,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.3646254,103.847677,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.387395374,103.869136,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30523472,103.9050149,,
CULINA PTE LTD,1.304175119,103.8095261,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.33362232,103.8509779,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.286920064,103.8186736,,
SHENG SIONG SUPERMARKET PTE LTD,1.324635732,103.9310688,,
PRIME SUPERMARKET LIMITED,1.439983654,103.8012931,,
NG TOH TET,1.351518472,103.7194965,,
LOCH GROCER PTE. LTD.,1.34995541,103.7177048,,
TANESEI TRADING PTE. LTD.,1.306848827,103.7882145,,
ARCHANA SUPERMARKET PTE. LTD.,1.320484261,103.7267228,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.450008612,103.8141109,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.342392845,103.7762505,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.336675729,103.7837092,,
ISETAN (SINGAPORE) LIMITED?,1.334025295,103.742586,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.341591083,103.6970201,,
PRIME SUPERMARKET LIMITED,1.348726433,103.698292,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.350189159,103.749022,,
TANESEI RETAILING PTE. LTD.,1.35236113,103.9437848,,
LITTLE FARMS PTE. LTD.,1.276724932,103.8451554,,
MAHOTA FOOD PTE. LTD.,1.35236113,103.9437848,,
SONG FISH DEALER PTE LTD,1.35236113,103.9437848,,
SHENG SIONG SUPERMARKET PTE LTD,1.30811887,103.7860494,,
SHENG SIONG SUPERMARKET PTE LTD,1.377892031,103.856412,,
ISYMI PTE LTD,1.355309033,103.8878572,,
THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.,1.314692141,103.8944805,,
KADER HASNA MARICAN,1.333145775,103.6952481,,
"TANG KER AN, TIMOTHY",1.320625059,103.9347342,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.379047756,103.7729375,,
MM SUNDRY SHOP PTE.LTD.,1.454646548,103.8044767,,
AL MARCHE PTE LTD,1.280769443,103.8526586,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.330817402,103.7956924,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.310255422,103.7953504,,
THE ALASKA GUYS PTE. LTD.,1.312122477,103.911186,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.440538149,103.8009776,,
SHENG SIONG SUPERMARKET PTE LTD,1.388240215,103.7695754,,
SHENG SIONG SUPERMARKET PTE LTD,1.39779874,103.8816988,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.400531143,103.9105369,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.282634377,103.8255958,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.362674503,103.7641729,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.316544678,103.8942894,,
TANESEI RETAILING PTE. LTD.,1.30523472,103.9050149,,
SHENG SIONG SUPERMARKET PTE LTD,1.384005819,103.7710296,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.378056138,103.7389318,,
FORTUNE SUPERMARKET PTE. LTD.,1.448341542,103.8010572,,
HAO MART PTE. LTD.,1.450262017,103.8225347,,
U STARS SUPERMARKET PTE. LTD.,1.40322712,103.895387,,
SHENG SIONG SUPERMARKET PTE LTD,1.403719394,103.906138,,
ANG MO SUPERMARKET PTE LTD,1.399461173,103.9160545,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.405660475,103.9119913,,
SHENG SIONG SUPERMARKET PTE LTD,1.307785101,103.857011,,
SWISS BUTCHERY PTE LTD,1.305611671,103.8229629,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.322573176,103.8142455,,
CP MANAGEMENT SERVICES PRIVATE LIMITED,1.326743945,104.0035785,,
VINAYAK TRADERS PTE. LTD.,1.319238114,103.7328825,,
TASTE (SINGAPORE) PRIVATE LIMITED,1.310529787,103.7961052,,
SHENG SIONG SUPERMARKET PTE LTD,1.433031981,103.8416008,,
PRIME SUPERMARKET (1996) PTE LTD,1.377439626,103.7443832,,
CAVEMEN PTE. LTD.,1.326965409,103.8436742,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.307668615,103.8281644,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.301978047,103.8397589,,
PRIME SUPERMARKET (1996) PTE LTD,1.346764655,103.6788181,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.312753299,103.9236579,,
FISHOP PTE. LTD.,1.288614691,103.80501,,
MOHAMAD DAMAR HULAN BIN OSMAN,1.317149736,103.9039652,,
THE FOODSPREE PTE LTD,1.31290446,103.8997113,,
HAO MART PTE. LTD.,1.307060675,103.9237697,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.331426856,103.9482571,,
SHENG SIONG SUPERMARKET PTE LTD,1.338242025,103.9233039,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.368998006,103.9586476,,
SHENG SIONG SUPERMARKET PTE LTD,1.369686248,103.9479224,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.380850347,103.8793091,,
L M MEAT PTE. LTD.,1.320429679,103.8438921,,
HONG HENG SENG,1.281197378,103.8434373,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.335024304,103.7466382,,
U STARS SUPERMARKET PTE. LTD.,1.317702819,103.7690767,,
KEK HONG HENG,1.318009813,103.7319489,,
LIM KING CHEW,1.362714462,103.8939805,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.301191315,103.9051136,,
PRIME SUPERMARKET (1996) PTE LTD,1.320625059,103.9347342,,
SHENG SIONG SUPERMARKET PTE LTD,1.378297682,103.7540714,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.320000409,103.8873631,,
SHENG SIONG SUPERMARKET PTE LTD,1.339044798,103.8555411,,
MCP FAIRMART PTE LTD,1.33233468,103.9380513,,
ONE EIGHT SHOP PTE. LTD.,1.336584653,103.7376233,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.358317047,103.7495799,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.333066482,103.9310914,,
HAO MART PTE. LTD.,1.35998567,103.9582477,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.430618285,103.828763,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.277795394,103.8193413,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.310081186,103.7885329,,
PRIME SUPERMARKET LIMITED,1.348575367,103.7427086,,
MCP FAIRMART PTE LTD,1.333753433,103.7393714,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.301761307,103.7693694,,
ARCHANA PROVISION STORES PTE. LTD,1.319238114,103.7328825,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.417383367,103.8329799,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.354364936,103.9600422,,
SUN TRG & CON PTE LTD,1.451325053,103.7910952,,
HAO MART PTE. LTD.,1.331773017,103.9242365,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.360123706,103.7675424,,
YS LOGISTICS (S) PTE. LTD.,1.308593461,103.7223168,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.383580444,103.7707683,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.283558725,103.8585057,,
ZAC MEAT & POULTRY PTE LTD,1.315749333,103.925857,,
SHENG SIONG SUPERMARKET PTE LTD,1.416018798,103.8350008,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.329872197,103.9019297,,
ANG MO SUPERMARKET PTE LTD,1.371703425,103.879939,,
EN FROZEN PTE LTD,1.316725152,103.8979774,,
LAURELS FOODS SUPPLIERS PTE LTD,1.320441712,103.7789725,,
SHENG SIONG SUPERMARKET PTE LTD,1.427505479,103.8371253,,
SHENG SIONG SUPERMARKET PTE LTD,1.431505269,103.7735157,,
TEO BOBBY,1.353671028,103.8707568,,
SHAHUL HAMEED S/O ABDUSALAM,1.34753519,103.9517028,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.34669905,103.7572767,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.353231638,103.8714729,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.305605703,103.9153761,,
SHENG SIONG SUPERMARKET PTE LTD,1.329181056,103.8882484,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.436114248,103.8376052,,
PRIME SUPERMARKET (1996) PTE LTD,1.380790492,103.7519544,,
TAN CHUAN BOON,1.366209428,103.8951449,,
SHENG SIONG SUPERMARKET PTE LTD,1.321619041,103.8593827,,
PRIME SUPERMARKET LIMITED,1.342017834,103.6914831,,
SHENG SIONG SUPERMARKET PTE LTD,1.331433688,103.9368654,,
HAO MART PTE. LTD.,1.324715806,103.8577529,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.247150406,103.839555,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.262063365,103.8186256,,
L M MEAT PTE. LTD.,1.303582691,103.7652845,,
U STARS PTE. LTD.,1.377543843,103.7497,,
GURU'S MARKETING PTE. LTD.,1.319238114,103.7328825,,
ISETAN (SINGAPORE) LIMITED?,1.305809792,103.8315073,,
SHENG SIONG SUPERMARKET PTE LTD,1.309733314,103.7686373,,
SHENG SIONG SUPERMARKET PTE LTD,1.295319669,103.8097586,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.293893588,103.8531199,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.302424179,103.8346761,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.332112774,103.8573781,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.290909183,103.8031076,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.284998839,103.8446971,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.317334643,103.8434632,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.379245288,103.887832,,
TEO BOBBY,1.324760407,103.9243702,,
KINGSMART PTE. LTD.,1.316210423,103.7325272,,
AP HOUSE PTE. LTD.,1.278307303,103.8507952,,
HAO MART PTE. LTD.,1.31179545,103.9368945,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.321447691,103.9554195,,
U STARS SUPERMARKET PTE. LTD.,1.396849794,103.8892468,,
U STARS SUPERMARKET PTE. LTD.,1.389770254,103.8927872,,
PRIME SUPERMARKET (1996) PTE LTD,1.373683929,103.871417,,
SHENG SIONG SUPERMARKET PTE LTD,1.351844982,103.8360537,,
PHAN NEE INVESTMENTS (S) PTE LTD,1.44518329,103.8379632,,
GW TRADER PTE. LTD.,1.418331379,103.8964479,,
PHANG NEE ENTERPRISE PTE. LTD.,1.320787913,103.7297513,,
SHENG SIONG SUPERMARKET PTE LTD,1.410819263,103.9003717,,
FOUR SEASONS ORGANIC MARKET PTE. LTD.,1.301191315,103.9051136,,
THE BUTCHER (SINGAPORE) PTE. LTD.,1.301191315,103.9051136,,
SHENG SIONG SUPERMARKET PTE LTD,1.314278609,103.7713506,,
SHENG SIONG SUPERMARKET PTE LTD,1.352393576,103.7157595,,
THNG SAIK MONG,1.322123938,103.7702659,,
HAO MART PTE. LTD.,1.358035243,103.8482085,,
SHENG SIONG SUPERMARKET PTE LTD,1.45074973,103.7968465,,
MAHOTA FOOD PTE. LTD.,1.30832701,103.8620059,,
GURU'S MARKETING PTE. LTD.,1.320484261,103.7267228,,
VINAYAK TRADERS PTE. LTD.,1.320484261,103.7267228,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.445622899,103.798141,,
CHENNAI TRADING & SUPERMART PTE. LTD.,1.320484261,103.7267228,,
AJMAL TRADE MART PTE. LTD.,1.406312045,103.7605617,,
L M MEAT PTE. LTD.,1.334325154,103.9623893,,
SHENG SIONG SUPERMARKET PTE LTD,1.319238114,103.7328825,,
SHENG SIONG SUPERMARKET PTE LTD,1.287082788,103.8415801,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.392094149,103.89498,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.441767147,103.8244951,,
SONG FISH DEALER PTE LTD,1.284998839,103.8446971,,
SONG FISH DEALER PTE LTD,1.339830148,103.7064609,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.366453633,103.9645985,,
NG CHAI SENG,1.273929408,103.8253108,,
PRIME SUPERMARKET LIMITED,1.358946367,103.7503658,,
ANG KEN CHUA,1.380627985,103.7415201,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.372101695,103.9319999,,
SARATHI STORES PTE LTD,1.337484921,103.8870042,,
SIVAMANI MINIMART PTE LTD,1.338882304,103.8861093,,
HAO MART PTE. LTD.,1.373079467,103.8296309,,
ALTERNATIVE SELECTION PTE. LTD.,1.336614749,103.7869692,,
TUAS SOUTH MINIMART PTE. LTD.,1.270677123,103.6361448,,
NPS IMPEX PTE. LTD,1.298951467,103.6275179,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.35011243,103.7245987,,
SHENG SIONG SUPERMARKET PTE LTD,1.348784895,103.7034157,,
GOWRI'S GLOBAL MARKETING PTE. LTD.,1.410722194,103.768396,,
BALASUBRAMANIYAN KANNADASAN,1.435945359,103.7540084,,
AJMAL TRADE MART PTE. LTD.,1.430693589,103.7592373,,
DE ESPERTO MINIMART PTE. LTD.,1.451220636,103.7978534,,
PHAN NEE TRADING LLP,1.461388538,103.8181113,,
BANGLADESH SUPER MARKET PTE. LTD.,1.453436934,103.8325264,,
LABIBA ENTERPRISE PTE. LTD.,1.396574156,103.8728516,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.381997031,103.8970311,,
SHAFEN SUPERMARKET & TRADING (S) PTE. LTD.,1.336417981,103.7518074,,
MALAR MARKETING PTE. LTD.,1.313358097,103.627437,,
SADIA SUPERMARKET & TRADING (S) PTE. LTD.,1.310694285,103.63019,,
GOWRI'S GLOBAL MARKETING PTE. LTD.,1.328886006,103.67713,,
KAVI TRADERS PTE. LTD.,1.313322351,103.627917,,
BISMILLAH MINIMART PTE. LTD.,1.407543241,103.758095,,
FORTUNE SUPERMARKET PTE. LTD.,1.455512083,103.8145403,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.452736234,103.8172493,,
PRIME SUPERMARKET LIMITED,1.396526176,103.9088508,,
U STARS SUPERMARKET PTE. LTD.,1.405413536,103.8968239,,
HAO MART PTE. LTD.,1.373430253,103.7739241,,
PRIME SUPERMARKET (1996) PTE LTD,1.425398421,103.833259,,
SHENG SIONG SUPERMARKET PTE LTD,1.355902185,103.9459122,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.374549287,103.9370882,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.424899318,103.8472498,,
PRIME SUPERMARKET LIMITED,1.323289602,103.9241496,,
SHENG SIONG SUPERMARKET PTE LTD,1.332402302,103.9255006,,
HAO MART PTE. LTD.,1.319350273,103.9436324,,
PRIME SUPERMARKET (1996) PTE LTD,1.352090599,103.8793146,,
PRIME SUPERMARKET LIMITED,1.394848156,103.8960423,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.442753322,103.790548,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.374239507,103.8394892,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.345607714,103.8826959,,
D-RON INVESTMENTS PTE. LTD.,1.416907801,103.8960188,,
AJMAL SUPER MART PTE. LTD.,1.31396452,103.6257647,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.307562373,103.8293522,,
SONG FISH DEALER PTE LTD,1.333200217,103.7431704,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.316177425,103.837815,,
NG LIAN TEE,1.331664776,103.8070338,,
TAN PAK NANG,1.33312324,103.8788419,,
HAO MART PTE. LTD.,1.313469039,103.8770048,,
PRB TRADING PTE. LTD.,1.312088771,103.8773893,,
SHENG SIONG SUPERMARKET PTE LTD,1.312720553,103.8786415,,
I-TEC SUPERMART PTE LTD,1.313288615,103.8851532,,
YEO HOCK HENG,1.313576054,103.8818778,,
AZ SUPERMART PTE. LTD.,1.338096739,103.9099467,,
FOODIE MARKET PLACE PTE. LTD.,1.306086368,103.8961496,,
TAN KWEE ENG,1.430071097,103.8423964,,
THE SEAFOOD MARKET PLACE (BY SONG FISH) PTE. LTD.,1.439916079,103.8007012,,
LOTTE MART PTE. LTD.,1.340826615,103.7742133,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.30974242,103.8641017,,
COLD STORAGE SINGAPORE (1983) PTE LTD,1.317561968,103.7858406,,
SHENG SIONG SUPERMARKET PTE LTD,1.399228566,103.8896539,,
LIN POH LING,1.340642933,103.8543345,,
PHAN NEE INVESTMENTS (S) PTE LTD,1.377610839,103.7184038,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.336538677,103.8887627,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.342591042,103.7391995,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.29727532,103.8385339,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.366558299,103.8416241,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.369248907,103.8483992,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.327084859,103.8464765,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.301419557,103.9071127,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.377140734,103.9535991,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.355242899,103.9316236,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.427999957,103.836142,,
NTUC FAIRPRICE CO-OPERATIVE LTD,1.375667281,103.8794503,,
IROHA INTERNATIONAL PTE. LTD.,1.284998839,103.8446971,,
CHUA & NG PTE. LTD.,1.332050946,103.9141451,,
SHENG SIONG SUPERMARKET PTE LTD,1.3473718,103.7436981,,
TOH GUAN MINI MART PTE LTD,1.338326579,103.7535361,,
SONG FISH DEALER PTE LTD,1.429698482,103.8357765,,
U STARS PTE. LTD.,1.374057967,103.7461601,,
